Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Idaho,2020,23,2020-06-06,293,260,,71,,11,,16,,,,76,13,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,24,2020-06-13,286,265,,57,,16,,12,,,,68,14,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,25,2020-06-20,282,248,,56,,13,,18,,,,62,14,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,26,2020-06-27,296,259,,61,14,15,,19,,,0,53,11,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,27,2020-07-04,281,246,,47,,,,20,,,,69,17,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Idaho,2020,28,2020-07-11,287,249,,41,14,12,,,,,,63,17,15,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,29,2020-07-18,312,276,,59,,12,,15,,,,57,15,26,22,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,30,2020-07-25,328,298,,61,,12,,13,,,0,62,17,45,44,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2020,31,2020-08-01,327,301,,52,15,17,,19,,,,70,,50,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Idaho,2020,32,2020-08-08,312,281,,65,10,12,,14,,,,47,14,40,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,33,2020-08-15,319,287,,38,12,17,,19,,,,74,15,32,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,34,2020-08-22,360,319,,68,,19,,13,,,,55,21,57,55,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,35,2020-08-29,327,289,0,60,13,13,,15,,,,62,14,28,25,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,36,2020-09-05,352,323,,62,,15,,12,,,,76,20,38,30,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,37,2020-09-12,321,295,0,65,,23,,20,,,0,63,17,25,23,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2020,38,2020-09-19,320,289,,61,,20,0,17,,,,62,17,18,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,39,2020-09-26,292,261,,50,15,16,,,,,,54,14,25,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,40,2020-10-03,328,296,,59,,13,,21,,,,65,12,31,26,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,41,2020-10-10,300,263,,58,,13,0,12,0,,,57,17,25,20,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,42,2020-10-17,326,305,,52,,16,,16,,,,69,17,37,28,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,43,2020-10-24,341,315,,62,,15,,19,,,,69,11,43,39,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,44,2020-10-31,350,316,,50,10,18,,22,,,,65,11,69,63,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,45,2020-11-07,365,338,0,58,,16,,14,,,,63,18,76,65,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,46,2020-11-14,409,375,0,61,,25,,17,,,10,68,,83,77,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Idaho,2020,47,2020-11-21,390,365,,52,11,19,,13,0,,10,66,17,91,82,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Idaho,2020,48,2020-11-28,424,404,,81,14,23,,10,,,11,76,16,99,80,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2020,49,2020-12-05,397,381,,56,,16,,24,,,,51,19,128,112,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,50,2020-12-12,372,349,,53,12,18,,11,,,,52,19,98,85,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,51,2020-12-19,393,361,,50,11,16,,14,,,13,55,17,101,91,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2020,52,2020-12-26,390,355,,63,11,20,,13,,,,55,23,98,85,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2020,53,2021-01-02,348,325,0,57,,13,,17,,,14,62,11,81,69,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2021,1,2021-01-09,388,361,,61,14,20,,15,,,14,72,,77,68,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Idaho,2021,2,2021-01-16,339,316,,65,12,14,,20,,,14,61,11,53,44,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2021,3,2021-01-23,338,322,,59,,14,,16,,,11,63,19,64,52,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2021,4,2021-01-30,284,261,,52,,16,,11,,,,62,11,41,34,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2021,5,2021-02-06,326,299,,63,,15,,10,,,,57,17,38,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2021,6,2021-02-13,303,278,,57,10,14,,16,,,17,55,22,25,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Idaho,2021,7,2021-02-20,297,273,,59,,11,,16,,,,76,,26,17,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Idaho,2021,8,2021-02-27,296,274,0,56,11,10,,13,11,,11,58,18,23,21,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Idaho,2021,9,2021-03-06,273,257,,55,,11,,18,,,,59,14,19,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Idaho,2021,10,2021-03-13,219,211,,48,11,12,,,,,11,48,,11,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Idaho,2021,11,2021-03-20,176,175,0,38,,,0,,,,,36,12,10,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
Illinois,2020,1,2020-01-04,"2,191","2,007",29,427,57,74,45,106,43,57,24,521,119,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Illinois,2020,2,2020-01-11,"2,252","2,080",46,477,65,93,57,131,27,43,21,512,131,0,0,,,,,,,,,,,,,,,
Illinois,2020,3,2020-01-18,"2,231","2,065",30,476,59,94,62,116,39,70,21,489,140,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Illinois,2020,4,2020-01-25,"2,199","2,034",32,448,72,87,55,110,21,51,18,518,136,0,0,,,,,,,,,,,,,,,
Illinois,2020,5,2020-02-01,"2,137","1,984",33,450,61,76,72,120,26,60,26,482,131,0,0,,,,,,,,,,,,,,,
Illinois,2020,6,2020-02-08,"2,232","2,053",26,449,63,74,52,117,32,58,31,543,116,0,0,,,,,,,,,,,,,,,
Illinois,2020,7,2020-02-15,"2,216","2,055",32,451,59,88,61,117,32,60,20,525,130,0,0,,,,,,,,,,,,,,,
Illinois,2020,8,2020-02-22,"2,207","2,051",36,460,65,82,63,118,40,55,15,504,117,0,0,,,,,,,,,,,,,,,
Illinois,2020,9,2020-02-29,"2,208","2,022",32,460,56,86,62,110,36,49,26,538,115,0,0,,,,,,,,,,,,,,,
Illinois,2020,10,2020-03-07,"2,254","2,080",39,467,66,73,93,134,27,53,18,525,119,0,0,,,,,,,,,,,,,,,
Illinois,2020,11,2020-03-14,"2,191","2,020",35,455,54,75,87,98,38,61,22,530,127,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Illinois,2020,12,2020-03-21,"2,283","2,103",36,472,49,102,84,127,33,57,32,510,119,14,14,,,,,,,,,,,,,,,
Illinois,2020,13,2020-03-28,"2,304","2,160",28,449,71,111,81,129,40,55,24,487,130,73,72,,,,,,,,,,,,,,,
Illinois,2020,14,2020-04-04,"2,622","2,440",33,478,72,103,77,125,31,62,21,544,108,299,293,,,,,,,,,,,,,,,
Illinois,2020,15,2020-04-11,"2,870","2,669",32,469,90,96,54,124,24,59,21,600,135,470,460,,,,,,,,,,,,,,,
Illinois,2020,16,2020-04-18,"2,912","2,739",22,459,84,104,74,124,28,60,20,538,131,589,568,,,,,,,,,,,,,,,
Illinois,2020,17,2020-04-25,"3,010","2,829",21,453,63,95,51,111,33,48,30,565,135,677,657,,,,,,,,,,,,,,,
Illinois,2020,18,2020-05-02,"2,952","2,763",27,444,66,107,51,118,26,47,17,533,134,741,704,,,,,,,,,,,,,,,
Illinois,2020,19,2020-05-09,"2,962","2,748",29,424,64,86,51,101,30,48,24,522,134,789,757,,,,,,,,,,,,,,,
Illinois,2020,20,2020-05-16,"2,864","2,677",29,469,76,81,37,88,29,59,23,493,122,696,669,,,,,,,,,,,,,,,
Illinois,2020,21,2020-05-23,"2,639","2,478",41,455,61,81,48,90,33,51,23,507,133,575,540,,,,,,,,,,,,,,,
Illinois,2020,22,2020-05-30,"2,548","2,317",20,438,65,80,35,114,21,49,32,477,109,470,443,,,,,,,,,,,,,,,
Illinois,2020,23,2020-06-06,"2,510","2,251",37,449,70,76,25,80,31,38,18,477,119,428,399,,,,,,,,,,,,,,,
Illinois,2020,24,2020-06-13,"2,270","2,085",18,426,64,79,27,88,21,41,24,472,111,318,293,,,,,,,,,,,,,,,
Illinois,2020,25,2020-06-20,"2,255","2,042",20,400,51,85,26,90,15,49,24,492,127,269,235,,,,,,,,,,,,,,,
Illinois,2020,26,2020-06-27,"2,133","1,931",34,426,65,78,30,86,27,53,24,461,108,150,130,,,,,,,,,,,,,,,
Illinois,2020,27,2020-07-04,"2,182","1,974",31,427,47,82,35,90,26,44,22,459,128,146,131,,,,,,,,,,,,,,,
Illinois,2020,28,2020-07-11,"2,189","1,950",36,430,62,83,37,87,23,43,37,483,109,110,99,,,,,,,,,,,,,,,
Illinois,2020,29,2020-07-18,"2,087","1,903",24,466,57,74,28,73,19,43,33,462,119,89,80,,,,,,,,,,,,,,,
Illinois,2020,30,2020-07-25,"2,034","1,833",22,425,65,64,27,79,15,38,31,465,112,82,75,,,,,,,,,,,,,,,
Illinois,2020,31,2020-08-01,"2,071","1,889",28,441,65,89,31,60,25,35,23,459,125,90,82,,,,,,,,,,,,,,,
Illinois,2020,32,2020-08-08,"2,138","1,964",37,440,57,82,37,94,18,40,20,484,105,98,85,,,,,,,,,,,,,,,
Illinois,2020,33,2020-08-15,"2,126","1,929",36,471,53,64,35,90,16,38,30,475,105,102,85,,,,,,,,,,,,,,,
Illinois,2020,34,2020-08-22,"2,150","1,944",39,437,77,76,28,82,27,67,24,453,128,97,80,,,,,,,,,,,,,,,
Illinois,2020,35,2020-08-29,"2,119","1,915",21,445,58,67,26,72,21,40,22,501,113,130,120,,,,,,,,,,,,,,,
Illinois,2020,36,2020-09-05,"2,197","2,000",37,422,65,88,33,91,26,39,34,511,115,119,103,,,,,,,,,,,,,,,
Illinois,2020,37,2020-09-12,"2,080","1,874",19,412,49,82,18,87,24,44,30,457,133,119,96,,,,,,,,,,,,,,,
Illinois,2020,38,2020-09-19,"2,079","1,890",28,413,69,84,37,90,21,29,26,471,109,129,103,,,,,,,,,,,,,,,
Illinois,2020,39,2020-09-26,"2,295","2,099",27,482,65,73,40,92,30,44,31,488,134,139,117,,,,,,,,,,,,,,,
Illinois,2020,40,2020-10-03,"2,137","1,944",24,450,59,79,40,90,23,36,28,467,121,147,115,,,,,,,,,,,,,,,
Illinois,2020,41,2020-10-10,"2,331","2,161",26,435,72,86,40,85,31,42,25,522,133,188,154,,,,,,,,,,,,,,,
Illinois,2020,42,2020-10-17,"2,281","2,096",24,409,61,94,39,101,29,38,23,500,122,227,187,,,,,,,,,,,,,,,
Illinois,2020,43,2020-10-24,"2,289","2,115",32,417,66,99,40,88,23,44,30,475,123,264,220,,,,,,,,,,,,,,,
Illinois,2020,44,2020-10-31,"2,455","2,279",25,438,68,106,28,93,28,58,34,516,114,331,291,,,,,,,,,,,,,,,
Illinois,2020,45,2020-11-07,"2,697","2,511",30,447,72,106,38,95,30,51,33,522,145,511,465,,,,,,,,,,,,,,,
Illinois,2020,46,2020-11-14,"2,904","2,709",29,455,72,93,31,98,31,48,40,537,152,673,619,,,,,,,,,,,,,,,
Illinois,2020,47,2020-11-21,"3,185","3,004",29,466,87,79,38,121,17,57,44,590,126,937,839,,,,,,,,,,,,,,,
Illinois,2020,48,2020-11-28,"3,148","2,964",35,451,72,108,34,93,29,48,46,561,152,932,822,,,,,,,,,,,,,,,
Illinois,2020,49,2020-12-05,"3,281","3,116",34,451,82,102,43,109,32,48,40,574,140,"1,026",939,,,,,,,,,,,,,,,
Illinois,2020,50,2020-12-12,"3,341","3,176",35,488,69,114,39,120,28,63,35,596,129,"1,034",912,,,,,,,,,,,,,,,
Illinois,2020,51,2020-12-19,"3,126","2,948",27,491,67,119,36,107,26,53,58,517,133,918,823,,,,,,,,,,,,,,,
Illinois,2020,52,2020-12-26,"3,039","2,866",28,410,60,107,50,87,27,44,51,564,108,868,782,,,,,,,,,,,,,,,
Illinois,2020,53,2021-01-02,"3,027","2,886",35,447,65,99,34,112,29,46,50,591,149,793,691,,,,,,,,,,,,,,,
Illinois,2021,1,2021-01-09,"2,787","2,651",36,387,50,105,44,90,22,55,63,594,134,638,572,,,,,,,,,,,,,,,
Illinois,2021,2,2021-01-16,"2,730","2,590",32,461,83,104,44,80,39,41,88,512,112,558,494,,,,,,,,,,,,,,,
Illinois,2021,3,2021-01-23,"2,604","2,472",52,406,56,86,38,97,28,50,81,514,144,473,429,,,,,,,,,,,,,,,
Illinois,2021,4,2021-01-30,"2,569","2,459",31,470,59,84,38,79,32,58,88,502,145,435,394,,,,,,,,,,,,,,,
Illinois,2021,5,2021-02-06,"2,540","2,416",35,450,65,90,33,106,29,44,106,515,124,338,293,,,,,,,,,,,,,,,
Illinois,2021,6,2021-02-13,"2,452","2,358",20,455,69,90,30,91,26,47,116,524,140,318,280,,,,,,,,,,,,,,,
Illinois,2021,7,2021-02-20,"2,395","2,313",37,470,74,71,28,84,33,49,131,509,137,212,192,,,,,,,,,,,,,,,
Illinois,2021,8,2021-02-27,"2,268","2,188",33,449,61,85,31,74,33,42,159,457,137,197,166,,,,,,,,,,,,,,,
Illinois,2021,9,2021-03-06,"2,012","1,948",30,389,65,68,21,75,19,43,183,409,113,134,121,,,,,,,,,,,,,,,
Illinois,2021,10,2021-03-13,"1,721","1,690",20,360,45,72,32,72,26,39,178,344,101,106,92,,,,,,,,,,,,,,,
Illinois,2021,11,2021-03-20,"1,669","1,639",18,357,33,75,25,75,15,44,173,316,109,93,82,,,,,,,,,,,,,,,
Indiana,2020,1,2020-01-04,"1,470","1,357",27,258,47,51,42,116,30,40,10,334,61,0,0,,,,,,,,,,,,,,,
Indiana,2020,2,2020-01-11,"1,386","1,258",21,243,40,54,37,110,27,29,,317,57,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,3,2020-01-18,"1,389","1,277",28,285,49,51,22,95,20,36,,316,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,4,2020-01-25,"1,422","1,305",27,269,55,56,27,110,17,34,,315,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,5,2020-02-01,"1,379","1,281",25,296,51,48,21,83,29,39,,294,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,6,2020-02-08,"1,362","1,256",28,267,48,61,29,100,21,22,,296,80,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,7,2020-02-15,"1,429","1,325",21,275,40,62,25,112,26,29,11,324,64,0,0,,,,,,,,,,,,,,,
Indiana,2020,8,2020-02-22,"1,411","1,300",24,293,37,56,26,99,22,31,,306,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,9,2020-02-29,"1,449","1,325",31,272,48,60,39,107,23,37,,319,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,10,2020-03-07,"1,372","1,256",19,259,43,72,33,97,24,32,15,319,73,0,0,,,,,,,,,,,,,,,
Indiana,2020,11,2020-03-14,"1,407","1,302",22,307,36,49,43,110,23,37,,301,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,12,2020-03-21,"1,329","1,220",14,248,44,61,28,95,32,26,12,273,72,15,14,,,,,,,,,,,,,,,
Indiana,2020,13,2020-03-28,"1,485","1,390",24,304,52,63,40,96,22,34,,296,65,51,46,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,14,2020-04-04,"1,581","1,477",33,250,67,74,37,108,29,30,11,291,63,158,145,,,,,,,,,,,,,,,
Indiana,2020,15,2020-04-11,"1,632","1,512",17,241,51,67,28,116,28,28,,324,65,235,223,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,16,2020-04-18,"1,510","1,419",20,257,40,49,21,73,22,26,,308,66,273,253,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,17,2020-04-25,"1,594","1,477",23,256,38,66,28,84,23,28,,280,68,308,284,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,18,2020-05-02,"1,536","1,419",12,246,34,64,20,98,20,32,,257,58,293,271,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,19,2020-05-09,"1,582","1,436",23,254,50,58,17,71,14,26,,286,66,263,239,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,20,2020-05-16,"1,570","1,434",17,262,55,54,14,91,23,28,,265,67,255,235,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,21,2020-05-23,"1,474","1,339",12,239,41,47,15,76,18,24,,306,57,198,176,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,22,2020-05-30,"1,382","1,247",20,248,37,44,10,94,20,22,,294,58,146,132,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,23,2020-06-06,"1,396","1,265",22,246,54,47,,83,13,28,,289,54,139,125,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2020,24,2020-06-13,"1,392","1,261",23,256,55,57,,80,17,20,,279,60,127,111,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2020,25,2020-06-20,"1,353","1,207",19,242,41,51,16,65,14,30,,261,66,111,100,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,26,2020-06-27,"1,377","1,236",18,274,60,42,16,65,16,18,,287,55,77,56,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,27,2020-07-04,"1,343","1,205",24,272,46,55,12,80,18,17,,292,61,63,53,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,28,2020-07-11,"1,352","1,198",21,245,45,46,11,66,17,26,,288,57,81,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,29,2020-07-18,"1,382","1,254",32,271,42,50,10,73,22,27,12,286,60,64,58,,,,,,,,,,,,,,,
Indiana,2020,30,2020-07-25,"1,313","1,185",21,262,55,43,15,84,14,28,10,242,60,77,62,,,,,,,,,,,,,,,
Indiana,2020,31,2020-08-01,"1,362","1,211",24,277,57,46,16,83,21,35,11,246,57,79,67,,,,,,,,,,,,,,,
Indiana,2020,32,2020-08-08,"1,343","1,216",24,267,39,44,12,65,21,28,,281,46,77,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,33,2020-08-15,"1,368","1,265",17,247,54,40,10,93,17,37,,296,49,98,87,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,34,2020-08-22,"1,357","1,234",15,232,42,66,13,84,20,28,,294,45,97,89,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,35,2020-08-29,"1,356","1,230",26,253,39,48,11,90,17,20,,265,60,78,67,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,36,2020-09-05,"1,269","1,142",18,242,36,51,13,67,22,20,10,263,59,74,67,,,,,,,,,,,,,,,
Indiana,2020,37,2020-09-12,"1,338","1,206",31,270,50,39,11,81,18,30,,265,58,90,80,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,38,2020-09-19,"1,403","1,281",19,268,48,53,13,83,21,31,,271,53,97,82,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,39,2020-09-26,"1,437","1,291",20,264,45,56,10,75,22,30,12,277,71,98,82,,,,,,,,,,,,,,,
Indiana,2020,40,2020-10-03,"1,409","1,279",20,248,48,60,14,78,20,20,11,271,56,143,114,,,,,,,,,,,,,,,
Indiana,2020,41,2020-10-10,"1,439","1,310",22,251,41,49,12,77,20,25,,306,76,139,124,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,42,2020-10-17,"1,520","1,386",18,271,36,43,13,76,,28,,303,90,199,183,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Indiana,2020,43,2020-10-24,"1,507","1,370",25,260,34,43,23,82,28,24,15,276,63,207,189,,,,,,,,,,,,,,,
Indiana,2020,44,2020-10-31,"1,589","1,459",28,254,47,55,23,94,16,29,10,283,59,264,247,,,,,,,,,,,,,,,
Indiana,2020,45,2020-11-07,"1,642","1,530",24,250,54,52,11,86,24,28,13,294,66,333,287,,,,,,,,,,,,,,,
Indiana,2020,46,2020-11-14,"1,709","1,594",22,263,50,48,25,90,26,35,,299,67,372,338,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,47,2020-11-21,"1,916","1,800",20,277,52,60,20,100,21,27,15,296,59,535,491,,,,,,,,,,,,,,,
Indiana,2020,48,2020-11-28,"1,988","1,885",33,251,50,71,19,88,15,35,19,346,67,600,547,,,,,,,,,,,,,,,
Indiana,2020,49,2020-12-05,"1,911","1,807",19,257,51,57,18,79,21,25,12,320,64,631,573,,,,,,,,,,,,,,,
Indiana,2020,50,2020-12-12,"2,071","1,960",19,250,62,56,19,106,24,33,15,305,75,722,645,,,,,,,,,,,,,,,
Indiana,2020,51,2020-12-19,"1,948","1,827",17,253,54,68,28,86,27,31,,301,68,645,579,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,52,2020-12-26,"1,770","1,666",23,253,49,56,19,82,15,20,,277,58,549,484,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,53,2021-01-02,"1,727","1,628",24,218,49,40,22,87,17,28,12,257,68,563,505,,,,,,,,,,,,,,,
Indiana,2021,1,2021-01-09,"1,799","1,687",16,274,53,47,23,92,17,36,,308,62,492,444,,,,,,,,,,,Suppressed (counts 1-9),,,,
